what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325817720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325819024
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1326325819061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325823536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325824667
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326325824759
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326325878272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1326325883536
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326325887772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326325895951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325899715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325901224
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1326325901268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325901312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325902302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326325978166
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326325995403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326034306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326326034460
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326050464
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326051598
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1326326051643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326051711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326052766
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326248996
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326279708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1326326279754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1326326287870
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326326290305
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1326326292749
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326326293793
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1326326297041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1326326301975
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1326326302699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326305536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326307065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326307354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326309583
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1326326309803
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1326326310589
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1326326310596
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1326326310602
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1326326310614
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1326326310619
